iter	Logloss
658	0.436514307
659	0.4363027936
660	0.4362124303
661	0.4361463484
662	0.4361033781
663	0.4359930704
664	0.4359113526
665	0.4358060096
666	0.43569924
667	0.4356111023
668	0.435561284
669	0.4354681816
670	0.4353075421
671	0.435164593
672	0.4350457255
673	0.434898154
674	0.4347930393
675	0.4346483782
676	0.4345370718
677	0.4344145236
678	0.4342727443
679	0.4341294812
680	0.4339293239
681	0.4337876587
682	0.433644253
683	0.433461843
684	0.4333173245
685	0.4331579405
686	0.4330307985
687	0.4328809729
688	0.4327183076
689	0.4326117663
690	0.4324283006
691	0.4322428661
692	0.4320642225
693	0.4319901229
694	0.4318772187
695	0.43173815
696	0.4315871546
697	0.4314512245
698	0.4313047943
699	0.4311943725
700	0.4310990731
701	0.4309607462
702	0.4308248161
703	0.4306765313
704	0.430600092
705	0.4304510369
706	0.4302285669
707	0.43013555
708	0.4300073523
709	0.4298515063
710	0.4296760298
711	0.4295253197
712	0.4294438016
713	0.4293257901
714	0.4292219308
715	0.4290567832
716	0.4288837319
717	0.4286881113
718	0.4285090967
719	0.4283660905
720	0.4282457963
721	0.4281105225
722	0.4280037243
723	0.4278694491
724	0.4278069624
725	0.4276488908
726	0.4274934158
727	0.4273830796
728	0.4272334537
729	0.4271362997
730	0.4270040788
731	0.4269504943
732	0.4267880572
733	0.4266766368
734	0.4265662435
735	0.4264525404
736	0.4263261117
737	0.4261096336
738	0.4259430879
739	0.4257620474
740	0.4256399272
741	0.4255181208
742	0.4253564256
743	0.4253224146
744	0.4252065145
745	0.4251145248
746	0.4249975119
747	0.4248539636
748	0.4247780379
749	0.4246064704
750	0.4244979032
751	0.4244017478
752	0.4243622584
753	0.4242366857
754	0.4241012407
755	0.4240288245
756	0.4238791416
757	0.4237614154
758	0.4236067678
759	0.4234789981
760	0.4233319687
761	0.4232336733
762	0.4230969728
763	0.4230112319
764	0.4228837475
765	0.4227826559
766	0.4226889828
767	0.4226042975
768	0.4224562981
769	0.4223357757
770	0.4221751076
771	0.4219696717
772	0.4218457539
773	0.4217425509
774	0.421635125
775	0.4214712899
776	0.4213602689
777	0.4212023685
778	0.4210705472
779	0.4208641411
780	0.4208523571
781	0.4206830722
782	0.420545373
783	0.4204359499
784	0.420366815
785	0.4202273468
786	0.4200822006
787	0.4198490023
788	0.4197376104
789	0.4196172021
790	0.4195110887
791	0.4194062879
792	0.4192955808
793	0.4192137488
794	0.4190463185
795	0.4189392636
796	0.4187613047
797	0.4186478869
798	0.4184417092
799	0.4183469518
800	0.4182095951
801	0.4180949504
802	0.4179645842
803	0.4178406093
804	0.4177122404
805	0.4175573075
806	0.4174177252
807	0.41726867
808	0.4171410144
809	0.4170054838
810	0.4170032582
811	0.4168961177
812	0.4167217825
813	0.4166210333
814	0.4165130653
815	0.4164165104
816	0.41630295
817	0.4160889542
818	0.4159357903
819	0.4158139554
820	0.4157010512
821	0.4156678676
822	0.4155705138
823	0.4154634018
824	0.4154303609
825	0.4153409106
826	0.4152269222
827	0.4151283415
828	0.4150137254
829	0.4148551403
830	0.414766061
831	0.4146178618
832	0.414475255
833	0.4143671158
834	0.4142796629
835	0.4141550603
836	0.4140027524
837	0.4138973809
838	0.4137961181
839	0.4136777927
840	0.4135959893
841	0.4135171247
842	0.4133905819
843	0.4132888625
844	0.4131573265
845	0.4130348638
846	0.4128956525
847	0.4127239137
848	0.4126019932
849	0.4124433225
850	0.4123447133
851	0.4122402833
852	0.4121671253
853	0.4119875401
854	0.4119824042
855	0.4118100092
856	0.4116862911
857	0.4116058287
858	0.4114879599
859	0.4113721739
860	0.411224688
861	0.4111435408
862	0.4110282114
863	0.410918189
864	0.4107993215
865	0.4106899554
866	0.4106041289
867	0.4105107411
868	0.4103932432
869	0.4102599951
870	0.4101264903
871	0.4100023728
872	0.4099182297
873	0.4097745386
874	0.4096443436
875	0.4094826199
876	0.4093770201
877	0.4092608347
878	0.409180144
879	0.4090841598
880	0.4090076064
881	0.4088705064
882	0.4087627952
883	0.4086432144
884	0.4085026049
885	0.4083467019
886	0.4082332841
887	0.4081233188
888	0.4080092734
889	0.407926671
890	0.4078155359
891	0.4076607171
892	0.4076596899
893	0.4075061836
894	0.4074039792
895	0.4072686483
896	0.4071139151
897	0.4069495379
898	0.4068500441
899	0.4067692964
900	0.4066002112
901	0.4065113602
902	0.4063907521
903	0.4062557351
904	0.4061071079
905	0.4059759142
906	0.4059551994
907	0.4058318238
908	0.4057297906
909	0.4056068714
910	0.4054386708
911	0.4053043956
912	0.4052851074
913	0.4051690646
914	0.4049922756
915	0.4048689285
916	0.4048226198
917	0.4047250377
918	0.404619067
919	0.4045500748
920	0.4044356298
921	0.4043071468
922	0.4041922168
923	0.404070496
924	0.4039898054
925	0.4038987573
926	0.403775296
927	0.4036492953
928	0.4035396154
929	0.4034527045
930	0.4033933564
931	0.4032384805
932	0.4032334873
933	0.4031108249
934	0.403036868
935	0.4029245915
936	0.4027995895
937	0.4026649148
938	0.4025327511
939	0.402408662
940	0.4023012076
941	0.4022080482
942	0.4021181699
943	0.4021166292
944	0.4019970198
945	0.4018905355
946	0.4017786015
947	0.4016489771
948	0.4015223487
949	0.4014537559
950	0.4013527499
951	0.4012213851
952	0.4011369851
953	0.4009881582
954	0.400857792
955	0.4007351582
956	0.4006172893
957	0.400536941
958	0.4004542816
959	0.4003533897
960	0.4002440807
961	0.4002421975
962	0.4000908597
963	0.3999259974
964	0.3997855021
965	0.3996568193
966	0.3996549361
967	0.3995673691
968	0.399448416
969	0.3993379941
970	0.3992347341
971	0.3991319305
972	0.3990337492
973	0.3989656986
974	0.3988710839
975	0.3987723606
976	0.398559449
977	0.3984546197
978	0.398360005
979	0.3982716676
980	0.3981488055
981	0.3980355018
982	0.3979058204
983	0.3978149721
984	0.3976957622
985	0.3975826583
986	0.3974392811
987	0.3973214693
988	0.3972946485
989	0.3971687334
990	0.3970742044
991	0.3969541385
992	0.3967786905
993	0.396641077
994	0.3965517979
995	0.3964659999
996	0.3963393715
997	0.3962446427
998	0.3960899951
999	0.3959877907
